"Date","Time","Test Total Time",,
"01/18/25","12:04:47","(hh:mm:ss): 1:45:57",,
,,,,
"Rated Capacity","Tested Capacity","PASS",,,
"18.00 Ah","13.24 Ah",,,
,,,,
"Cells","Battery Type","Battery Weight",,
"6","Lead Acid","0.000 lbs",,
"Battery Age","Battery Manufacturer","Battery Notes",,
"1.000 mo","","",,
,,,,
"Sample Rate",,,,
"1.000",,,,
,,,,
"Test Current","Graph Type",,,
"7.500 Amps","AmpHrs",,,
,,,,
"Test","Time (s)","Voltage (V)","Current","Temp (F)"
"Battery_Y","1345.000","12.391","7.500","999.90"
"Battery_Y","1346.000","12.391","7.500","999.90"
"Battery_Y","1347.000","12.391","7.500","999.90"
"Battery_Y","1348.000","12.391","7.500","999.90"
"Battery_Y","1349.000","12.391","7.500","999.90"
"Battery_Y","1350.000","12.391","7.500","999.90"
"Battery_Y","1351.000","12.391","7.500","999.90"
"Battery_Y","1352.000","12.391","7.500","999.90"
"Battery_Y","1353.000","12.391","7.500","999.90"
"Battery_Y","1354.000","12.391","7.500","999.90"
"Battery_Y","1355.000","12.391","7.500","999.90"
"Battery_Y","1356.000","12.391","7.500","999.90"
"Battery_Y","1357.000","12.391","7.500","999.90"
"Battery_Y","1358.000","12.391","7.500","999.90"
"Battery_Y","1359.000","12.391","7.500","999.90"
"Battery_Y","1360.000","12.387","7.500","999.90"
"Battery_Y","1361.000","12.387","7.500","999.90"
"Battery_Y","1362.000","12.391","7.500","999.90"
"Battery_Y","1363.000","12.387","7.500","999.90"
"Battery_Y","1364.000","12.387","7.500","999.90"
"Battery_Y","1365.000","12.387","7.500","999.90"
"Battery_Y","1366.000","12.387","7.500","999.90"
"Battery_Y","1367.000","12.383","7.500","999.90"
"Battery_Y","1368.000","12.383","7.500","999.90"
"Battery_Y","1369.000","12.383","7.500","999.90"
"Battery_Y","1370.000","12.383","7.500","999.90"
"Battery_Y","1371.000","12.383","7.500","999.90"
"Battery_Y","1372.000","12.383","7.500","999.90"
"Battery_Y","1373.000","12.383","7.500","999.90"
"Battery_Y","1374.000","12.383","7.500","999.90"
"Battery_Y","1375.000","12.383","7.500","999.90"
"Battery_Y","1376.000","12.383","7.500","999.90"
"Battery_Y","1377.000","12.383","7.500","999.90"
"Battery_Y","1378.000","12.383","7.500","999.90"
"Battery_Y","1379.000","12.383","7.500","999.90"
"Battery_Y","1380.000","12.383","7.500","999.90"
"Battery_Y","1381.000","12.383","7.500","999.90"
"Battery_Y","1382.000","12.383","7.500","999.90"
"Battery_Y","1383.000","12.383","7.500","999.90"
"Battery_Y","1384.000","12.383","7.500","999.90"
"Battery_Y","1385.000","12.383","7.500","999.90"
"Battery_Y","1386.000","12.383","7.500","999.90"
"Battery_Y","1387.000","12.383","7.500","999.90"
"Battery_Y","1388.000","12.383","7.500","999.90"
"Battery_Y","1389.000","12.383","7.500","999.90"
"Battery_Y","1390.000","12.383","7.500","999.90"
"Battery_Y","1391.000","12.383","7.500","999.90"
"Battery_Y","1392.000","12.383","7.500","999.90"
"Battery_Y","1393.000","12.383","7.500","999.90"
"Battery_Y","1394.000","12.383","7.500","999.90"
"Battery_Y","1395.000","12.383","7.500","999.90"
"Battery_Y","1396.000","12.383","7.500","999.90"
"Battery_Y","1397.000","12.383","7.500","999.90"
"Battery_Y","1398.000","12.383","7.500","999.90"
"Battery_Y","1399.000","12.383","7.500","999.90"
"Battery_Y","1400.000","12.383","7.500","999.90"
"Battery_Y","1401.000","12.383","7.500","999.90"
"Battery_Y","1402.000","12.383","7.500","999.90"
"Battery_Y","1403.000","12.383","7.500","999.90"
"Battery_Y","1404.000","12.383","7.500","999.90"
"Battery_Y","1405.000","12.383","7.500","999.90"
"Battery_Y","1406.000","12.383","7.500","999.90"
"Battery_Y","1407.000","12.383","7.500","999.90"
"Battery_Y","1408.000","12.383","7.500","999.90"
"Battery_Y","1409.000","12.383","7.500","999.90"
"Battery_Y","1410.000","12.383","7.500","999.90"
"Battery_Y","1411.000","12.383","7.500","999.90"
"Battery_Y","1412.000","12.383","7.500","999.90"
"Battery_Y","1413.000","12.383","7.500","999.90"
"Battery_Y","1414.000","12.383","7.500","999.90"
"Battery_Y","1415.000","12.383","7.500","999.90"
"Battery_Y","1416.000","12.383","7.500","999.90"
"Battery_Y","1417.000","12.383","7.500","999.90"
"Battery_Y","1418.000","12.383","7.500","999.90"
"Battery_Y","1419.000","12.383","7.500","999.90"
"Battery_Y","1420.000","12.383","7.500","999.90"
"Battery_Y","1421.000","12.383","7.500","999.90"
"Battery_Y","1422.000","12.383","7.500","999.90"
"Battery_Y","1423.000","12.383","7.500","999.90"
"Battery_Y","1424.000","12.383","7.500","999.90"
"Battery_Y","1425.000","12.383","7.500","999.90"
"Battery_Y","1426.000","12.379","7.500","999.90"
"Battery_Y","1427.000","12.383","7.500","999.90"
"Battery_Y","1428.000","12.379","7.500","999.90"
"Battery_Y","1429.000","12.383","7.500","999.90"
"Battery_Y","1430.000","12.379","7.500","999.90"
"Battery_Y","1431.000","12.379","7.500","999.90"
"Battery_Y","1432.000","12.379","7.500","999.90"
"Battery_Y","1433.000","12.379","7.500","999.90"
"Battery_Y","1434.000","12.379","7.500","999.90"
"Battery_Y","1435.000","12.379","7.500","999.90"
"Battery_Y","1436.000","12.375","7.500","999.90"
"Battery_Y","1437.000","12.375","7.500","999.90"
"Battery_Y","1438.000","12.375","7.500","999.90"
"Battery_Y","1439.000","12.375","7.500","999.90"
"Battery_Y","1440.000","12.375","7.500","999.90"
"Battery_Y","1441.000","12.375","7.500","999.90"
"Battery_Y","1442.000","12.375","7.500","999.90"
"Battery_Y","1443.000","12.375","7.500","999.90"
"Battery_Y","1444.000","12.375","7.500","999.90"
"Battery_Y","1445.000","12.375","7.500","999.90"
"Battery_Y","1446.000","12.375","7.500","999.90"
"Battery_Y","1447.000","12.375","7.500","999.90"
"Battery_Y","1448.000","12.375","7.500","999.90"
"Battery_Y","1449.000","12.375","7.500","999.90"
"Battery_Y","1450.000","12.375","7.500","999.90"
"Battery_Y","1451.000","12.375","7.500","999.90"
"Battery_Y","1452.000","12.375","7.500","999.90"
"Battery_Y","1453.000","12.375","7.500","999.90"
"Battery_Y","1454.000","12.375","7.500","999.90"
"Battery_Y","1455.000","12.375","7.500","999.90"
"Battery_Y","1456.000","12.375","7.500","999.90"
"Battery_Y","1457.000","12.375","7.500","999.90"
"Battery_Y","1458.000","12.375","7.500","999.90"
"Battery_Y","1459.000","12.375","7.500","999.90"
"Battery_Y","1460.000","12.375","7.500","999.90"
"Battery_Y","1461.000","12.375","7.500","999.90"
"Battery_Y","1462.000","12.375","7.500","999.90"
"Battery_Y","1463.000","12.375","7.500","999.90"
"Battery_Y","1464.000","12.375","7.500","999.90"
"Battery_Y","1465.000","12.375","7.500","999.90"
"Battery_Y","1466.000","12.375","7.500","999.90"
"Battery_Y","1467.000","12.375","7.500","999.90"
"Battery_Y","1468.000","12.375","7.500","999.90"
"Battery_Y","1469.000","12.375","7.500","999.90"
"Battery_Y","1470.000","12.375","7.500","999.90"
"Battery_Y","1471.000","12.375","7.500","999.90"
"Battery_Y","1472.000","12.375","7.500","999.90"
"Battery_Y","1473.000","12.375","7.500","999.90"
"Battery_Y","1474.000","12.375","7.500","999.90"
"Battery_Y","1475.000","12.375","7.500","999.90"
"Battery_Y","1476.000","12.375","7.500","999.90"
"Battery_Y","1477.000","12.375","7.500","999.90"
"Battery_Y","1478.000","12.375","7.500","999.90"
"Battery_Y","1479.000","12.375","7.500","999.90"
"Battery_Y","1480.000","12.375","7.500","999.90"
"Battery_Y","1481.000","12.375","7.500","999.90"
"Battery_Y","1482.000","12.375","7.500","999.90"
"Battery_Y","1483.000","12.375","7.500","999.90"
"Battery_Y","1484.000","12.375","7.500","999.90"
"Battery_Y","1485.000","12.375","7.500","999.90"
"Battery_Y","1486.000","12.375","7.500","999.90"
"Battery_Y","1487.000","12.375","7.500","999.90"
"Battery_Y","1488.000","12.375","7.500","999.90"
"Battery_Y","1489.000","12.375","7.500","999.90"
"Battery_Y","1490.000","12.375","7.500","999.90"
"Battery_Y","1491.000","12.375","7.500","999.90"
"Battery_Y","1492.000","12.371","7.500","999.90"
"Battery_Y","1493.000","12.371","7.500","999.90"
"Battery_Y","1494.000","12.371","7.500","999.90"
"Battery_Y","1495.000","12.371","7.500","999.90"
"Battery_Y","1496.000","12.371","7.500","999.90"
"Battery_Y","1497.000","12.371","7.500","999.90"
"Battery_Y","1498.000","12.367","7.500","999.90"
"Battery_Y","1499.000","12.367","7.500","999.90"
"Battery_Y","1500.000","12.367","7.500","999.90"
"Battery_Y","1501.000","12.367","7.500","999.90"
"Battery_Y","1502.000","12.367","7.500","999.90"
"Battery_Y","1503.000","12.367","7.500","999.90"
"Battery_Y","1504.000","12.367","7.500","999.90"
"Battery_Y","1505.000","12.367","7.500","999.90"
"Battery_Y","1506.000","12.367","7.500","999.90"
"Battery_Y","1507.000","12.367","7.500","999.90"
"Battery_Y","1508.000","12.367","7.500","999.90"
"Battery_Y","1509.000","12.367","7.500","999.90"
"Battery_Y","1510.000","12.367","7.500","999.90"
"Battery_Y","1511.000","12.367","7.500","999.90"
"Battery_Y","1512.000","12.367","7.500","999.90"
"Battery_Y","1513.000","12.367","7.500","999.90"
"Battery_Y","1514.000","12.367","7.500","999.90"
"Battery_Y","1515.000","12.367","7.500","999.90"
"Battery_Y","1516.000","12.367","7.500","999.90"
"Battery_Y","1517.000","12.367","7.500","999.90"
"Battery_Y","1518.000","12.367","7.500","999.90"
"Battery_Y","1519.000","12.367","7.500","999.90"
"Battery_Y","1520.000","12.367","7.500","999.90"
"Battery_Y","1521.000","12.367","7.500","999.90"
"Battery_Y","1522.000","12.367","7.500","999.90"
"Battery_Y","1523.000","12.367","7.500","999.90"
"Battery_Y","1524.000","12.367","7.500","999.90"
"Battery_Y","1525.000","12.367","7.500","999.90"
"Battery_Y","1526.000","12.367","7.500","999.90"
"Battery_Y","1527.000","12.367","7.500","999.90"
"Battery_Y","1528.000","12.367","7.500","999.90"
"Battery_Y","1529.000","12.367","7.500","999.90"
"Battery_Y","1530.000","12.367","7.500","999.90"
"Battery_Y","1531.000","12.367","7.500","999.90"
"Battery_Y","1532.000","12.367","7.500","999.90"
"Battery_Y","1533.000","12.367","7.500","999.90"
"Battery_Y","1534.000","12.367","7.500","999.90"
"Battery_Y","1535.000","12.367","7.500","999.90"
"Battery_Y","1536.000","12.367","7.500","999.90"
"Battery_Y","1537.000","12.367","7.500","999.90"
"Battery_Y","1538.000","12.367","7.500","999.90"
"Battery_Y","1539.000","12.367","7.500","999.90"
"Battery_Y","1540.000","12.367","7.500","999.90"
"Battery_Y","1541.000","12.367","7.500","999.90"
"Battery_Y","1542.000","12.367","7.500","999.90"
"Battery_Y","1543.000","12.367","7.500","999.90"
"Battery_Y","1544.000","12.367","7.500","999.90"
"Battery_Y","1545.000","12.367","7.500","999.90"
"Battery_Y","1546.000","12.367","7.500","999.90"
"Battery_Y","1547.000","12.367","7.500","999.90"
"Battery_Y","1548.000","12.367","7.500","999.90"
"Battery_Y","1549.000","12.367","7.500","999.90"
"Battery_Y","1550.000","12.367","7.500","999.90"
"Battery_Y","1551.000","12.367","7.500","999.90"
"Battery_Y","1552.000","12.367","7.500","999.90"
"Battery_Y","1553.000","12.367","7.500","999.90"
"Battery_Y","1554.000","12.367","7.500","999.90"
"Battery_Y","1555.000","12.367","7.500","999.90"
"Battery_Y","1556.000","12.367","7.500","999.90"
"Battery_Y","1557.000","12.367","7.500","999.90"
"Battery_Y","1558.000","12.363","7.500","999.90"
"Battery_Y","1559.000","12.363","7.500","999.90"
"Battery_Y","1560.000","12.363","7.500","999.90"
"Battery_Y","1561.000","12.363","7.500","999.90"
"Battery_Y","1562.000","12.363","7.500","999.90"
"Battery_Y","1563.000","12.359","7.500","999.90"
"Battery_Y","1564.000","12.359","7.500","999.90"
"Battery_Y","1565.000","12.359","7.500","999.90"
"Battery_Y","1566.000","12.359","7.500","999.90"
"Battery_Y","1567.000","12.359","7.500","999.90"
"Battery_Y","1568.000","12.359","7.500","999.90"
"Battery_Y","1569.000","12.359","7.500","999.90"
"Battery_Y","1570.000","12.359","7.500","999.90"
"Battery_Y","1571.000","12.359","7.500","999.90"
"Battery_Y","1572.000","12.359","7.500","999.90"
"Battery_Y","1573.000","12.359","7.500","999.90"
"Battery_Y","1574.000","12.359","7.500","999.90"
"Battery_Y","1575.000","12.359","7.500","999.90"
"Battery_Y","1576.000","12.359","7.500","999.90"
"Battery_Y","1577.000","12.359","7.500","999.90"
"Battery_Y","1578.000","12.359","7.500","999.90"
"Battery_Y","1579.000","12.359","7.500","999.90"
"Battery_Y","1580.000","12.359","7.500","999.90"
"Battery_Y","1581.000","12.359","7.500","999.90"
"Battery_Y","1582.000","12.359","7.500","999.90"
"Battery_Y","1583.000","12.359","7.500","999.90"
"Battery_Y","1584.000","12.359","7.500","999.90"
"Battery_Y","1585.000","12.359","7.500","999.90"
"Battery_Y","1586.000","12.359","7.500","999.90"
"Battery_Y","1587.000","12.359","7.500","999.90"
"Battery_Y","1588.000","12.359","7.500","999.90"
"Battery_Y","1589.000","12.359","7.500","999.90"
"Battery_Y","1590.000","12.359","7.500","999.90"
"Battery_Y","1591.000","12.359","7.500","999.90"
"Battery_Y","1592.000","12.359","7.500","999.90"
"Battery_Y","1593.000","12.359","7.500","999.90"
"Battery_Y","1594.000","12.359","7.500","999.90"
"Battery_Y","1595.000","12.359","7.500","999.90"
"Battery_Y","1596.000","12.359","7.500","999.90"
"Battery_Y","1597.000","12.359","7.500","999.90"
"Battery_Y","1598.000","12.359","7.500","999.90"
"Battery_Y","1599.000","12.359","7.500","999.90"
"Battery_Y","1600.000","12.359","7.500","999.90"
"Battery_Y","1601.000","12.359","7.500","999.90"
"Battery_Y","1602.000","12.359","7.500","999.90"
"Battery_Y","1603.000","12.359","7.500","999.90"
"Battery_Y","1604.000","12.359","7.500","999.90"
"Battery_Y","1605.000","12.359","7.500","999.90"
"Battery_Y","1606.000","12.359","7.500","999.90"
"Battery_Y","1607.000","12.359","7.500","999.90"
"Battery_Y","1608.000","12.359","7.500","999.90"
"Battery_Y","1609.000","12.359","7.500","999.90"
"Battery_Y","1610.000","12.359","7.500","999.90"
"Battery_Y","1611.000","12.359","7.500","999.90"
"Battery_Y","1612.000","12.359","7.500","999.90"
"Battery_Y","1613.000","12.359","7.500","999.90"
"Battery_Y","1614.000","12.359","7.500","999.90"
"Battery_Y","1615.000","12.359","7.500","999.90"
"Battery_Y","1616.000","12.359","7.500","999.90"
"Battery_Y","1617.000","12.359","7.500","999.90"
"Battery_Y","1618.000","12.359","7.500","999.90"
"Battery_Y","1619.000","12.359","7.500","999.90"
"Battery_Y","1620.000","12.355","7.500","999.90"
"Battery_Y","1621.000","12.355","7.500","999.90"
"Battery_Y","1622.000","12.355","7.500","999.90"
"Battery_Y","1623.000","12.355","7.500","999.90"
"Battery_Y","1624.000","12.355","7.500","999.90"
"Battery_Y","1625.000","12.351","7.500","999.90"
"Battery_Y","1626.000","12.351","7.500","999.90"
"Battery_Y","1627.000","12.351","7.500","999.90"
"Battery_Y","1628.000","12.351","7.500","999.90"
"Battery_Y","1629.000","12.351","7.500","999.90"
"Battery_Y","1630.000","12.351","7.500","999.90"
"Battery_Y","1631.000","12.351","7.500","999.90"
"Battery_Y","1632.000","12.351","7.500","999.90"
"Battery_Y","1633.000","12.351","7.500","999.90"
"Battery_Y","1634.000","12.351","7.500","999.90"
"Battery_Y","1635.000","12.351","7.500","999.90"
"Battery_Y","1636.000","12.351","7.500","999.90"
"Battery_Y","1637.000","12.351","7.500","999.90"
"Battery_Y","1638.000","12.351","7.500","999.90"
"Battery_Y","1639.000","12.351","7.500","999.90"
"Battery_Y","1640.000","12.351","7.500","999.90"
"Battery_Y","1641.000","12.351","7.500","999.90"
"Battery_Y","1642.000","12.351","7.500","999.90"
"Battery_Y","1643.000","12.351","7.500","999.90"
"Battery_Y","1644.000","12.351","7.500","999.90"
"Battery_Y","1645.000","12.351","7.500","999.90"
"Battery_Y","1646.000","12.351","7.500","999.90"
"Battery_Y","1647.000","12.351","7.500","999.90"
"Battery_Y","1648.000","12.351","7.500","999.90"
"Battery_Y","1649.000","12.351","7.500","999.90"
"Battery_Y","1650.000","12.351","7.500","999.90"
"Battery_Y","1651.000","12.351","7.500","999.90"
"Battery_Y","1652.000","12.351","7.500","999.90"
"Battery_Y","1653.000","12.351","7.500","999.90"
"Battery_Y","1654.000","12.351","7.500","999.90"
"Battery_Y","1655.000","12.351","7.500","999.90"
"Battery_Y","1656.000","12.351","7.500","999.90"
"Battery_Y","1657.000","12.351","7.500","999.90"
"Battery_Y","1658.000","12.351","7.500","999.90"
"Battery_Y","1659.000","12.351","7.500","999.90"
"Battery_Y","1660.000","12.351","7.500","999.90"
"Battery_Y","1661.000","12.351","7.500","999.90"
"Battery_Y","1662.000","12.351","7.500","999.90"
"Battery_Y","1663.000","12.351","7.500","999.90"
"Battery_Y","1664.000","12.351","7.500","999.90"
"Battery_Y","1665.000","12.351","7.500","999.90"
"Battery_Y","1666.000","12.351","7.500","999.90"
"Battery_Y","1667.000","12.351","7.500","999.90"
"Battery_Y","1668.000","12.351","7.500","999.90"
"Battery_Y","1669.000","12.351","7.500","999.90"
"Battery_Y","1670.000","12.351","7.500","999.90"
"Battery_Y","1671.000","12.351","7.500","999.90"
"Battery_Y","1672.000","12.351","7.500","999.90"
"Battery_Y","1673.000","12.351","7.500","999.90"
"Battery_Y","1674.000","12.351","7.500","999.90"
"Battery_Y","1675.000","12.351","7.500","999.90"
"Battery_Y","1676.000","12.351","7.500","999.90"
"Battery_Y","1677.000","12.351","7.500","999.90"
"Battery_Y","1678.000","12.351","7.500","999.90"
"Battery_Y","1679.000","12.351","7.500","999.90"
"Battery_Y","1680.000","12.347","7.500","999.90"
"Battery_Y","1681.000","12.351","7.500","999.90"
"Battery_Y","1682.000","12.351","7.500","999.90"
"Battery_Y","1683.000","12.347","7.500","999.90"
"Battery_Y","1684.000","12.347","7.500","999.90"
"Battery_Y","1685.000","12.347","7.500","999.90"
"Battery_Y","1686.000","12.347","7.500","999.90"
"Battery_Y","1687.000","12.347","7.500","999.90"
"Battery_Y","1688.000","12.347","7.500","999.90"
"Battery_Y","1689.000","12.343","7.500","999.90"
"Battery_Y","1690.000","12.343","7.500","999.90"
"Battery_Y","1691.000","12.343","7.500","999.90"
"Battery_Y","1692.000","12.343","7.500","999.90"
"Battery_Y","1693.000","12.343","7.500","999.90"
"Battery_Y","1694.000","12.343","7.500","999.90"
"Battery_Y","1695.000","12.343","7.500","999.90"
"Battery_Y","1696.000","12.343","7.500","999.90"
"Battery_Y","1697.000","12.343","7.500","999.90"
"Battery_Y","1698.000","12.343","7.500","999.90"
"Battery_Y","1699.000","12.343","7.500","999.90"
"Battery_Y","1700.000","12.343","7.500","999.90"
"Battery_Y","1701.000","12.343","7.500","999.90"
"Battery_Y","1702.000","12.343","7.500","999.90"
"Battery_Y","1703.000","12.343","7.500","999.90"
"Battery_Y","1704.000","12.343","7.500","999.90"
"Battery_Y","1705.000","12.343","7.500","999.90"
"Battery_Y","1706.000","12.343","7.500","999.90"
"Battery_Y","1707.000","12.343","7.500","999.90"
"Battery_Y","1708.000","12.343","7.500","999.90"
"Battery_Y","1709.000","12.343","7.500","999.90"
"Battery_Y","1710.000","12.343","7.500","999.90"
"Battery_Y","1711.000","12.343","7.500","999.90"
"Battery_Y","1712.000","12.343","7.500","999.90"
"Battery_Y","1713.000","12.343","7.500","999.90"
"Battery_Y","1714.000","12.343","7.500","999.90"
"Battery_Y","1715.000","12.343","7.500","999.90"
"Battery_Y","1716.000","12.343","7.500","999.90"
"Battery_Y","1717.000","12.343","7.500","999.90"
"Battery_Y","1718.000","12.343","7.500","999.90"
"Battery_Y","1719.000","12.343","7.500","999.90"
"Battery_Y","1720.000","12.343","7.500","999.90"
"Battery_Y","1721.000","12.343","7.500","999.90"
"Battery_Y","1722.000","12.343","7.500","999.90"
"Battery_Y","1723.000","12.343","7.500","999.90"
"Battery_Y","1724.000","12.343","7.500","999.90"
"Battery_Y","1725.000","12.343","7.500","999.90"
"Battery_Y","1726.000","12.343","7.500","999.90"
"Battery_Y","1727.000","12.343","7.500","999.90"
"Battery_Y","1728.000","12.343","7.500","999.90"
"Battery_Y","1729.000","12.343","7.500","999.90"
"Battery_Y","1730.000","12.343","7.500","999.90"
"Battery_Y","1731.000","12.343","7.500","999.90"
"Battery_Y","1732.000","12.343","7.500","999.90"
"Battery_Y","1733.000","12.343","7.500","999.90"
"Battery_Y","1734.000","12.343","7.500","999.90"
"Battery_Y","1735.000","12.343","7.500","999.90"
"Battery_Y","1736.000","12.343","7.500","999.90"
"Battery_Y","1737.000","12.343","7.500","999.90"
"Battery_Y","1738.000","12.343","7.500","999.90"
"Battery_Y","1739.000","12.340","7.500","999.90"
"Battery_Y","1740.000","12.340","7.500","999.90"
"Battery_Y","1741.000","12.340","7.500","999.90"
"Battery_Y","1742.000","12.340","7.500","999.90"
"Battery_Y","1743.000","12.336","7.500","999.90"
"Battery_Y","1744.000","12.336","7.500","999.90"
"Battery_Y","1745.000","12.336","7.500","999.90"
"Battery_Y","1746.000","12.336","7.500","999.90"
"Battery_Y","1747.000","12.336","7.500","999.90"
"Battery_Y","1748.000","12.336","7.500","999.90"
"Battery_Y","1749.000","12.336","7.500","999.90"
"Battery_Y","1750.000","12.336","7.500","999.90"
"Battery_Y","1751.000","12.336","7.500","999.90"
"Battery_Y","1752.000","12.336","7.500","999.90"
"Battery_Y","1753.000","12.336","7.500","999.90"
"Battery_Y","1754.000","12.336","7.500","999.90"
"Battery_Y","1755.000","12.336","7.500","999.90"
"Battery_Y","1756.000","12.336","7.500","999.90"
"Battery_Y","1757.000","12.336","7.500","999.90"
"Battery_Y","1758.000","12.336","7.500","999.90"
"Battery_Y","1759.000","12.336","7.500","999.90"
"Battery_Y","1760.000","12.336","7.500","999.90"
"Battery_Y","1761.000","12.336","7.500","999.90"
"Battery_Y","1762.000","12.336","7.500","999.90"
"Battery_Y","1763.000","12.336","7.500","999.90"
"Battery_Y","1764.000","12.336","7.500","999.90"
"Battery_Y","1765.000","12.336","7.500","999.90"
"Battery_Y","1766.000","12.336","7.500","999.90"
"Battery_Y","1767.000","12.336","7.500","999.90"
"Battery_Y","1768.000","12.336","7.500","999.90"
"Battery_Y","1769.000","12.336","7.500","999.90"
"Battery_Y","1770.000","12.336","7.500","999.90"
"Battery_Y","1771.000","12.336","7.500","999.90"
"Battery_Y","1772.000","12.336","7.500","999.90"
"Battery_Y","1773.000","12.336","7.500","999.90"
"Battery_Y","1774.000","12.336","7.500","999.90"
"Battery_Y","1775.000","12.336","7.500","999.90"
"Battery_Y","1776.000","12.336","7.500","999.90"
"Battery_Y","1777.000","12.336","7.500","999.90"
"Battery_Y","1778.000","12.336","7.500","999.90"
"Battery_Y","1779.000","12.336","7.500","999.90"
"Battery_Y","1780.000","12.336","7.500","999.90"
"Battery_Y","1781.000","12.336","7.500","999.90"
"Battery_Y","1782.000","12.336","7.500","999.90"
"Battery_Y","1783.000","12.336","7.500","999.90"
"Battery_Y","1784.000","12.336","7.500","999.90"
"Battery_Y","1785.000","12.336","7.500","999.90"
"Battery_Y","1786.000","12.336","7.500","999.90"
"Battery_Y","1787.000","12.336","7.500","999.90"
"Battery_Y","1788.000","12.336","7.500","999.90"
"Battery_Y","1789.000","12.336","7.500","999.90"
"Battery_Y","1790.000","12.336","7.500","999.90"
"Battery_Y","1791.000","12.336","7.500","999.90"
"Battery_Y","1792.000","12.336","7.500","999.90"
"Battery_Y","1793.000","12.336","7.500","999.90"
"Battery_Y","1794.000","12.336","7.500","999.90"
"Battery_Y","1795.000","12.336","7.500","999.90"
"Battery_Y","1796.000","12.336","7.500","999.90"
"Battery_Y","1797.000","12.336","7.500","999.90"
"Battery_Y","1798.000","12.336","7.500","999.90"
"Battery_Y","1799.000","12.332","7.500","999.90"
"Battery_Y","1800.000","12.332","7.500","999.90"
"Battery_Y","1801.000","12.332","7.500","999.90"
"Battery_Y","1802.000","12.332","7.500","999.90"
"Battery_Y","1803.000","12.332","7.500","999.90"
"Battery_Y","1804.000","12.332","7.500","999.90"
"Battery_Y","1805.000","12.328","7.500","999.90"
"Battery_Y","1806.000","12.328","7.500","999.90"
"Battery_Y","1807.000","12.328","7.500","999.90"
"Battery_Y","1808.000","12.328","7.500","999.90"
"Battery_Y","1809.000","12.328","7.500","999.90"
"Battery_Y","1810.000","12.328","7.500","999.90"
"Battery_Y","1811.000","12.328","7.500","999.90"
"Battery_Y","1812.000","12.328","7.500","999.90"
"Battery_Y","1813.000","12.328","7.500","999.90"
"Battery_Y","1814.000","12.328","7.500","999.90"
"Battery_Y","1815.000","12.328","7.500","999.90"
"Battery_Y","1816.000","12.328","7.500","999.90"
"Battery_Y","1817.000","12.328","7.500","999.90"
"Battery_Y","1818.000","12.328","7.500","999.90"
"Battery_Y","1819.000","12.328","7.500","999.90"
"Battery_Y","1820.000","12.328","7.500","999.90"
"Battery_Y","1821.000","12.328","7.500","999.90"
"Battery_Y","1822.000","12.328","7.500","999.90"
"Battery_Y","1823.000","12.328","7.500","999.90"
"Battery_Y","1824.000","12.328","7.500","999.90"
"Battery_Y","1825.000","12.328","7.500","999.90"
"Battery_Y","1826.000","12.328","7.500","999.90"
"Battery_Y","1827.000","12.328","7.500","999.90"
"Battery_Y","1828.000","12.328","7.500","999.90"
"Battery_Y","1829.000","12.328","7.500","999.90"
"Battery_Y","1830.000","12.328","7.500","999.90"
"Battery_Y","1831.000","12.328","7.500","999.90"
"Battery_Y","1832.000","12.328","7.500","999.90"
"Battery_Y","1833.000","12.328","7.500","999.90"
"Battery_Y","1834.000","12.328","7.500","999.90"
"Battery_Y","1835.000","12.328","7.500","999.90"
"Battery_Y","1836.000","12.328","7.500","999.90"
"Battery_Y","1837.000","12.328","7.500","999.90"
"Battery_Y","1838.000","12.328","7.500","999.90"
"Battery_Y","1839.000","12.328","7.500","999.90"
"Battery_Y","1840.000","12.328","7.500","999.90"
"Battery_Y","1841.000","12.328","7.500","999.90"
"Battery_Y","1842.000","12.328","7.500","999.90"
"Battery_Y","1843.000","12.328","7.500","999.90"
"Battery_Y","1844.000","12.328","7.500","999.90"
"Battery_Y","1845.000","12.328","7.500","999.90"
"Battery_Y","1846.000","12.328","7.500","999.90"
"Battery_Y","1847.000","12.328","7.500","999.90"
"Battery_Y","1848.000","12.328","7.500","999.90"
"Battery_Y","1849.000","12.328","7.500","999.90"
"Battery_Y","1850.000","12.328","7.500","999.90"
"Battery_Y","1851.000","12.328","7.500","999.90"
"Battery_Y","1852.000","12.328","7.500","999.90"
"Battery_Y","1853.000","12.328","7.500","999.90"
"Battery_Y","1854.000","12.328","7.500","999.90"
"Battery_Y","1855.000","12.328","7.500","999.90"
"Battery_Y","1856.000","12.328","7.500","999.90"
"Battery_Y","1857.000","12.324","7.500","999.90"
"Battery_Y","1858.000","12.324","7.500","999.90"
"Battery_Y","1859.000","12.328","7.500","999.90"
"Battery_Y","1860.000","12.324","7.500","999.90"
"Battery_Y","1861.000","12.324","7.500","999.90"
"Battery_Y","1862.000","12.324","7.500","999.90"
"Battery_Y","1863.000","12.324","7.500","999.90"
"Battery_Y","1864.000","12.324","7.500","999.90"
"Battery_Y","1865.000","12.320","7.500","999.90"
"Battery_Y","1866.000","12.320","7.500","999.90"
"Battery_Y","1867.000","12.320","7.500","999.90"
"Battery_Y","1868.000","12.320","7.500","999.90"
"Battery_Y","1869.000","12.320","7.500","999.90"
"Battery_Y","1870.000","12.320","7.500","999.90"
"Battery_Y","1871.000","12.320","7.500","999.90"
